id,e_code,title,info,e_type,halal_status
477,E625,Magnesium di-L-glutamate,"Magnesium glutamate which are derived from the salts of glutamic acid (E620), are formed when the latter is chemically bound to magnesium.    Glutamic acid is a non-essential amino acid and the main excitatory neurotransmitter in the central nervous system in mammals, and has an important role in learning and memory. 
 It is naturally present in many animal and vegetable proteins such as cheeses, tomatoes and algae.     
 In low doses it is potentially excitotoxic and neurotoxic since it is able to destroy neurons in the brain very quickly. 
 In large doses can cause allergic reactions and asthma attacks",Flavour enhancer,Doubtful
478,E626,Guanylic acid,"Guanylic acid is a natural acid, which is part of RNA, one of the genetic carrier molecules in the cell.  
 Commercially, guanilic acid can be isolated from RNA by the enzymatic degradation that is generally obtained from yeasts or sardines, but it can also be biosynthesized directly from microorganisms or enzymes. 
 Mainly without known risk. But it is also better to avoid it since the commercial production of guanilic acid can be transgenic.  
  It is also advisable to avoid it: asthmatics, babies and small children, pregnant or lactating women.  
 The nucleotides are commercially obtained from Torula yeast cells. 
 As guanylates are metabolised to purines, they should be avoided by people suffering from gout. 
 However, the concentrations used are generally so low that no effects are to be expected. Guanlyic acid and guanylates are generally produced from yeasts, but partly also from fish.",Flavour enhancer,Doubtful
479,E627,"Disodium guanylate, sodium guanylate","Sodium salt of guanylic acid , a natural acid, which is part of RNA, one of the genetic carrier molecules in the cell. It is thus part of all cells in all living organisms. 
 Commercially prepared from yeast extract or sardines. A flavour enhancer having specific umami taste but strongly enhance many other flavours, thereby reducing the amounts of salt needed in a product. 
 Acceptable daily intake is not determined. Guanylates may not be used in products intended for children under 12 weeks. Asthmatic people should avoid guanylic acid and guanylates. 
 As guanylates are metabolised to purines, they should be avoided by people suffering from gout. However, the concentrations used are generally so low that no effects are to be expected. 
 Guanlyic acid and guanylates are generally produced from yeasts, but partly also from fish.",Flavour enhancer,Doubtful
480,E628,Dipotassium guanylate,"Potassium salt of guanylic acid , a natural acid, which is part of RNA, one of the genetic carrier molecules in the cell. 
 It is thus part of all cells in all living organisms. Commercially prepared from yeast extract or sardines.  
 A flavour enhancer having specific umami taste but strongly enhance many other flavours, thereby reducing the amounts of salt needed in a product. 
 Used in many products, mainly in low-salt/sodium products. Guanylates may not be used in products intended for children under 12 weeks. 
 Asthmatic people should avoid guanylic acid and guanylates. As guanylates are metabolised to purines, they should be avoided by people suffering from gout. However, the concentrations used are generally so low that no effects are to be expected. 
 Guanlyic acid and guanylates are generally produced from yeasts, but partly also from fish.",Flavour enhancer,Doubtful
481,E629,Calcium guanylate,"Guanyilates are guanylic acid derivatives that are formed by a chemical bond to calcium.  
 Guanilic acid is a natural acid that is part of RNA, one of the molecules that carry the genetic code in all the cells of living organisms. 
 Commercially, guanilic acid can be isolated from RNA by the enzymatic degradation that is generally obtained from yeasts or sardines, but it can also be biosynthesized directly from microorganisms or enzymes.     Mainly without known risk. But it is also better to avoid it since the commercial production of guanilic acid can be transgenic. 
  It is also advisable to avoid it: asthmatics, babies and small children, pregnant or lactating women.  
 The nucleotides are commercially obtained from Torula yeast cells.",Flavour enhancer,Doubtful
482,E630,Inosinic acid,"Inosinic acid is a commercially obtained nucleotide of Torula yeast. 
  Inosinic acid occurs naturally in muscle tissue. It also occurs during the decomposition of meat. 
  Commercially, it is prepared from meat, fish or by potentially transgenic bacterial fermentation. 
 In small doses, no secondary effect was found. In large doses can cause: hyperactivity, irritation of mucous membranes, insomnia, allergies and is recommended to avoid in patients who have kidney diseases.   
 The nucleotides are commercially obtained from Torula yeast cells.",Flavour enhancer,Doubtful
483,E631,Disodium 5’-inosinate,"The inosinates are the salts of inosinic acid, which chemically bind the latter with sodium. 
 Inosinic acid is a commercially obtained nucleotide of Torula yeast.  
  Inosinic acid occurs naturally in muscle tissue. It also occurs during the decomposition of meat. 
 Commercially, it is prepared from meat, fish or by potentially transgenic bacterial fermentation. 
 In small doses, no secondary effect was found. In large doses can cause: hyperactivity, irritation of mucous membranes, insomnia, allergies and is recommended to avoid in patients who have kidney diseases. 
 The nucleotides are commercially obtained from Torula yeast cells.",Flavour enhancer,Doubtful
484,E632,Potassium 5’-inosinate,"The inosinates are the salts of inosinic acid, which chemically bind the latter with potassium. 
 Inosinic acid is a commercially obtained nucleotide of Torula yeast.  
  Inosinic acid occurs naturally in muscle tissue. It also occurs during the decomposition of meat. 
 Commercially, it is prepared from meat, fish or by potentially transgenic bacterial fermentation. 
 In small doses, no secondary effect was found. In large doses can cause: hyperactivity, irritation of mucous membranes, insomnia, allergies and is recommended to avoid in patients who have kidney diseases. 
 The nucleotides are commercially obtained from Torula yeast cells.",Flavour enhancer,Doubtful
485,E633,Calcium inosinate,"The inosinates are the salts of inosinic acid, which chemically bind the latter with potassium. 
 Inosinic acid is a commercially obtained nucleotide of Torula yeast.  
  Inosinic acid occurs naturally in muscle tissue. It also occurs during the decomposition of meat. 
 Commercially, it is prepared from meat, fish or by potentially transgenic bacterial fermentation. 
 In small doses, no secondary effect was found. In large doses can cause: hyperactivity, irritation of mucous membranes, insomnia, allergies and is recommended to avoid in patients who have kidney diseases. 
 The nucleotides are commercially obtained from Torula yeast cells.",Flavour enhancer,Doubtful
486,E634,Calcium 5’-ribonucleotides,"Ribonucleotides are a mixture of guanylates and inosinates.  
Guanylates and inosinates are the salts of guanylic and inosinic acid. These natural acids can be produced using transgenic technologies. It is difficult to determine case by case and to what extent. 
 The additives manufactured in closed systems with the help of transgenic microorganisms are not labeled as such, since it is considered that the additive has been purified and no longer contains microorganisms. In the case that the microorganisms in question have received nutrients (substrate) from transgenic plants, the additive is not identified as such. 
 Not recommended in children and pregnant women. Our organism once metabolized transforms it into uric acid, which is deposited in the tissues and can cause gout (pain in the joints). In large doses can cause hyperactivity, asthma, skin reactions, insomnia, allergy and irritation of the mucous membranes. 
 It is a commercially obtained nucleotide of Torula yeast cells. ",Flavour enhancer,Doubtful
487,E635,Sodium ribonucleotides,"Ribonucleotides are a mixture of guanylates and inosinates. 
 Guanylates and inosinates are guanylic salts and inosinic acid. These natural acids can be produced using transgenic technologies. 
 In small doses, no secondary effect was found. In large doses can cause: hyperactivity, irritation of mucous membranes, insomnia, allergies and is recommended to avoid in patients who have kidney diseases. 
 The nucleotides are commercially obtained from Torula yeast cells.",Flavour enhancer,Doubtful
488,E636,Maltol,"Natural maltol is found in the bark of young larches, pine needles, chicory and wood tars.    Maltol is produced by synthesis for use in perfumery and aromatic foods. 
 In low doses no side effects have been found. But in large doses can cause benign abdominal pain. There are reports where there is a carcinogenic risk.",Flavour enhancer,Halal
489,E637,Ethyl Maltol,"The ethyl maltol is derived from ethylenically Maltol (E636), being 6 times sweeter than maltol itself.    Natural maltol is found in the bark of young larches, pine needles, chicory and wood tars.    Maltol is produced by synthesis for use in perfumery and aromatic foods. 
   In low doses no side effects have been found. 
 But in large doses can cause benign abdominal pain. 
 There are reports where there is a carcinogenic risk. ",Flavour enhancer,Halal
490,E638,Sodium L-aspartate,"Sodium aspartate is the sodium salt of aspartic acid, one of the 20 amino acids that make up proteins. It plays a role in the functions of the nervous system (neurotransmitter?) And the production and release of hormones Aspartic acid can be found naturally in certain vegetables, dried fruits, meats, sugar cane / sugar beets. 
 It is also supplied in the form of dietary supplements, to be consumed in a controlled manner. 
 Very little is known about this additive. Benign gastrointestinal side effects, including diarrhea, have been reported. 
 Due to the lack of long-term studies, L-aspartate salts should be avoided in children, pregnant women and lactating women.",Flavour enhancer,Doubtful
491,E639,Alanine,"Non-essential amino acid produced by muscle cells. Among other things, it is useful for the nervous system, immunity, energy and sugar metabolism. 
 It is found mainly in meats and fish. To date, no side effects are known. 
 This additive is also used in pharmaceutical and cosmetic products.",Flavour enhancer,Doubtful
492,E640,Glycine and its sodium salt ,"Glycine is a non-essential amino acid found in many proteins and is abundant in gelatin (E428), sugar cane, peanuts, almonds, meat and fish. In particular, it plays a neurotransmitter role in the central nervous system. 
 Discovered in 1820 by boiling gelatin and sulfuric acid (E513), the commercial production is synthetic and diversified. 
 To date, no side effects are known.",Flavour enhancer,Doubtful
493,E641,Leucine,"Leucine is an essential amino acid with a sweet taste found in wheat germs, potatoes, fish / tuna, meat and peanuts. 
 The control of blood glucose is one of its many functions. It can be manufactured in various ways, including by isolation of gluten, casein or keratin (animal proteins), by hydrolysis of proteins (edestine, hemoglobin, zein) by bromination followed by amination of isocaproic acid from hydantoin. 
 In low doses, no side effects have been found, but in large doses it can cause stomach upset, prevent the absorption of other amino acids and cause an increase in ammonia levels in the blood, which can be toxic to the liver and kidneys.",Flavour enhancer,Doubtful
494,E642,Lysin hydrochloride,"Lysine is an essential amino acid. Commercial lysine is usually made by microbiological fermentation. 
 There is also a synthetic process that combines chemical and microbiological techniques of caprolactam and L-ACL-hydrolase. No secondary effect was found. 
 Since the chemical is an amino acid bound to hydrochloric acid, it is not toxic a priori. 
 It is used in some pharmaceutical and cosmetic products.",Flavour enhancer,Doubtful
495,E650,Zinc acetate,"Acetates are the salts of acetic acid E260, which are chemically bound to the latter with potassium, sodium, calcium, ammonia or zinc to form acetates. 
  Zinc acetate is generally reported without known danger, in the dosage of food. Some authors recommend caution.   
 It is used in chewing gum to freshen breath and fight bacterial plaque. It is also used as a dietary supplement, in cold packs and in the treatment of acne.",Flavour enhancer,Doubtful
496,E701,Tetracyclines,antibiotic,antibiotic,Doubtful
497,E702,Chlortetracycline,antibiotic,antibiotic,Doubtful
498,E703,Oxytetracycline,antibiotic,antibiotic,Doubtful
499,E704,Oleandomycin,antibiotic,antibiotic,Doubtful
500,E705,Penicillin G potassium,antibiotic,antibiotic,Doubtful
501,E706,Penicillin G sodium,antibiotic,antibiotic,Doubtful
502,E707,Penicillin G procaine,antibiotic,antibiotic,Doubtful
503,E708,Penicillin G benzathine,antibiotic,antibiotic,Doubtful
504,E710,Spiramycins,antibiotic,antibiotic,Doubtful
505,E711,Virginiamycins,antibiotic,antibiotic,Doubtful
506,E712,Flavomycin,antibiotic,antibiotic,Doubtful
507,E713,Tylosin,antibiotic,antibiotic,Doubtful
508,E714,Monensin A,antibiotic,antibiotic,Doubtful
509,E715,Avoparcin,antibiotic,antibiotic,Doubtful
510,E716,Salinomycin,antibiotic,antibiotic,Doubtful
511,E717,Avilamycin,antibiotic,antibiotic,Doubtful
512,E900,Dimethyl-polysiloxane,"It is obtained by hydrolysis and polycondensation of dichlorodimethylsilane and chlorotrimethylsilane. (It is used especially in breast implants). 
  It is divided into 2 classes: Polydimethylsiloxane and Polymethylphenylsiloxane. 
 It is also used in treatment for hair and in pharmaceutic products.    
 In low doses no side effects have been found. But in large doses can cause kidney problems, liver and nervous system. 
 There are reports where there is a carcinogenic risk.",Antifoam,Halal
513,E900A,Polydimethylsiloxane ,"It is obtained by hydrolysis and polycondensation of dichlorodimethylsilane and chlorotrimethylsilane. (It is used especially in breast implants).  
  It is also used in treatment for hair and in pharmaceutical products.
  In low doses no side effects have been found. 
 But in large doses can cause kidney problems, liver and nervous system. 
 There are reports where there is a carcinogenic risk. ",Antifoam,Doubtful
514,E900B,Methylphenylpolysiloxane,"It is obtained by hydrolysis and polycondensation of dichlorodimethylsilane and chlorotrimethylsilane.  (It is used especially in breast implants).  
 It is also used in hair treatment and pharmaceutical products.  
 In low doses no side effects have been found. 
 But in large doses can cause kidney problems, liver and nervous system. 
 There are reports where there is a carcinogenic risk. ",Antifoam,Doubtful
515,E901,Beeswax,"Natural polymer produced by bees.  Beeswax is the particular wax secreted by honey bees, which they use to build honeycombs. 
 Beeswax can initially contain impurities because it has a strong affinity for industrial pollutants and pesticides.     
 It is divided into 2 classes: White Beeswax and Yellow Beeswax. 
 In low doses, no side effects have been found.  
 But it must be said that in some cases this substance is not reabsorbed by the body, difficult to digest. 
 And also the allergy is sometimes reported at the level of cosmetics with this substance. 
 Acceptable daily intake is not determined.",Glazing agent,Doubtful
516,E902,Candelilla wax,"Natural polymer produced from the Mexican trees Euphorbia antisyphilitica , E. cerifera and Pedilanthus pavonis . 
   The wax is extracted by treatment with sulfuric acid and, naturally, contains almost 50% of hydrocarbons. 
  Used as a coating and used in chewing gum. Also found in confectionary. 
  No side effects were found. ",Glazing agent,Doubtful
517,E903,Carnauba wax,"Carnauba wax comes from the leaves of a palm tree located partially in northeastern Brazil, Copernicia prunifera.  
 This wax is obtained by threshing the leaves, followed by refining and sometimes fading. 
  In low doses, no side effects have been found. But it must be said that in some cases it can cause small allergic reactions. 
 Used as a coating and in chewing gum products. Also found in confectionary, coffee and bakery products. 
 Carnauba wax is also widely used in cosmetics and can cause eczema.",Glazing agent,Halal
518,E904,Shellac,"The Shellac is a lacquer that results from the secretion of an Asian cochineal, Kerria lacca. 
 The resin obtained is yellow / red amber, generally supplied in the form of flakes that dissolve in 95 ° alcohol. 
 The mixture obtained can be used in the manufacture of cabinets or in the manufacture of violins for varnishing wood.  
 Other applications are the food industry, pharmaceutical products, the manufacture of adhesives or inks. 
  It is divided into 2 classes: White Lacquer Gum and Orange Lacquer Gum.     
 No side effects have been found. But sometimes they are suspected to be allergenic. 
 It has an allergenic potential by contact, with proven cases of allergic reactions when used as a cosmetic ingredient.",Glazing agent,Doubtful
519,E905,Paraffins,"The paraffins are now obtained in oil refineries. They do not stick. They are not a binder, unlike beeswax (E901) and some vegetable waxes.    
 Microcrystalline wax is produced from waste when motor oils are conditioned. White, odorless wax is used as an ointment base or as a preservative for metal objects. 
 No side effects have been found in low doses. But in some cases there may be some difficulty in the absorption of many nutrients, minerals and vitamins. 
 Beware of pregnant women, it is better to avoid it. 
 It is known that the additive contains traces of at least one polycyclic aromatic hydrocarbon (PAH), benzo (a) pyrene, which is very toxic.",Glazing agent,Halal
520,E905A,Mineral oil,"A mineral oil is a mixture derived from the distillation of certain fossil fuels. It is obtained by distillation of coal, oil or certain oil shales and serves mainly as a lubricant for mechanical parts of machines and engines. 
 Outside the U.E., it is sometimes used in the food industry, especially in confectionery. According to the US FDA UU (2015), the mineral oil that is eaten in or near meals interferes with the absorption of provitamin A and the fat-soluble vitamins A, D and K, and consequently with the use of calcium and phosphorus. 
 The mineral oils of aromatic hydrocarbons can be mutagenic and carcinogenic. 
 Daily intake: Up to 20 mg / kg of body weight.",Glazing agent,Doubtful
521,E905B,Petroleum jelly,"Synthetic mixture of hydrocarbons used as coating, lubricant, solvent, Anti-foaming agent and in chewing gum. 
 Vaseline, as paraffin, an oil distillate. Its composition depends on the source of the oil and the refining process. The highly refined categories are used in pharmacy and cosmetics. 
 The less refined categories are used industrially and may contain impurities such as polycyclic aromatic carcinogens. A laxative effect is possible. 
 It can irritate or interfere with digestion, inhibit the absorption of fats and fat-soluble vitamins. It can be dangerous in high doses. A contact allergy (dermatitis) is possible.",Glazing agent,Doubtful
522,E905C,Petroleum wax,"The paraffins are now obtained in oil refineries. They do not stick. 
 They are not a binder, unlike beeswax (E901) and some vegetable waxes.  Microcrystalline wax is produced from waste when motor oils are conditioned. 
 White, odorless wax is used as an ointment base or as a preservative for metal objects. 
  No side effects have been found in low doses. But in some cases there may be some difficulty in the absorption of many nutrients, minerals and vitamins. 
 Beware of pregnant women, it is better to avoid it. 
 It is known that the additive contains traces of at least one polycyclic aromatic hydrocarbon (PAH), benzo (a) pyrene, which is very toxic.",Glazing agent,Doubtful
523,E905D,"Mineral oil, high viscosity","A mineral oil is a mixture derived from the distillation of certain fossil fuels. 
 It is obtained by distillation of coal, oil or certain oil shales and serves mainly as a lubricant for mechanical parts of machines and engines. Outside the U.E., it is sometimes used in the food industry, especially in confectionery. 
 The mineral oils of aromatic hydrocarbons can be mutagenic and carcinogenic.  
 Daily intake: Up to 20 mg / kg of body weight.",Glazing agent,Doubtful
524,E905E,"Mineral oil, medium and low viscosity","A mineral oil is a mixture derived from the distillation of certain fossil fuels. 
 It is obtained by distillation of coal, oil or certain oil shales and serves mainly as a lubricant for mechanical parts of machines and engines. Outside the U.E., it is sometimes used in the food industry, especially in confectionery. 
 The mineral oils of aromatic hydrocarbons can be mutagenic and carcinogenic.  
 Daily intake: Up to 20 mg / kg of body weight.",Glazing agent,Doubtful
525,E905F,"Mineral oil, medium and low viscosity, class II","A mineral oil is a mixture derived from the distillation of certain fossil fuels. 
 It is obtained by distillation of coal, oil or certain oil shales and serves mainly as a lubricant for mechanical parts of machines and engines. 
 The mineral oils of aromatic hydrocarbons can be mutagenic and carcinogenic.  Daily intake: Up to 20 mg / kg of body weight.",Glazing agent,Doubtful
526,E905G,"Mineral oil, medium and low viscosity, class III","A mineral oil is a mixture derived from the distillation of certain fossil fuels. 
 It is obtained by distillation of coal, oil or certain oil shales and serves mainly as a lubricant for mechanical parts of machines and engines. 
 The mineral oils of aromatic hydrocarbons can be mutagenic and carcinogenic.",Glazing agent,Doubtful
530,E906,Benzoin gum,"Benzoin resin is a reddish brown solid with a vanilla odor, it is a balsamic resin obtained from the bark of several Styrax tree species. 
 It is used in perfumes, certain types of incense and in medicine (see benzoin tincture). 
 Its main component is often benzoic acid. No secondary effect was found. 
 It is unlikely that the pure substance and / or its dye will cause irritation, allergy or contact dermatitis. 
 It additive is rarely used as a food additive. It is used in cosmetics, perfumery and pharmaceuticals.",Glazing agent,Doubtful
531,E907,hydrogenated polydecene,"It is obtained from oil. It is a mixture of hydrocarbons synthesized from pure 1-Decene.    
 Polydecene is also found in motor oils for automobiles, cosmetics, shampoos, lipsticks and some pharmaceutical products, such as skin care creams and anti-odor bars. 
 This additive toxicity is high because in high doses can cause poor absorption of vitamins and minerals. 
 It can cause hemorrhages in pregnant women. 
 Recent WHO studies showed that traces of mineral oils were found in the liver and lymph.",Glazing agent,Halal
532,E908,Rice bran wax,"Rice bran wax is a vegetable wax extracted from rice bran oil (Oryza sativa). 
 Its main components are aliphatic acids (wax acids) and esters. Rice bran oil is obtained by making white or polished rice (which is actually the endosperm of Oryza sativa L., grass seed). 
 A refined wax extracted from rice bran. The refining involves one or more chemical treatments and the consequent loss of nutritional intake. 
 The use of solvents during the production process also implies the presence of residual traces generally toxic. 
 Rice bran wax is found in a variety of uses such as paper coating, textiles, fruit and vegetable coatings, pharmaceuticals, chewing gum and cosmetics.",Glazing agent,Doubtful
533,E909,Spermaceti wax,"The white of the whale is a white substance in the head of certain cetaceans, like the sperm whale. The corresponding organ is called the spermaceti organ. 
 It is extracted from the spermaceti oil by crystallization during a pressure treatment and an alkaline chemical solution. 
 Due to its properties, the target of the whale was very sought after for the realization of candles, soaps, cosmetics, lubricants or similar pharmaceutical excipients.",Glazing agent,Doubtful
534,E910,Wax esters,"A naturally occuring sulphur containing amino acid, derived from cystine, that the body needs to produce Glutathione, one of the body's major antioxidants. 
 Esters of a fatty acid and a long-chain alcohol. These oils have properties similar to those of triglycerides, but they are not digestible. 
 They are found in some fish like the orange clock. 
 Wax esters are also found in certain plants, especially in jojoba, and in some bacteria, such as certain Acinetobacter, in which they are used as energy reserves. 
  In compound form (E920 and E921) it is used in flour and bakery products (except wholemeal) where it is used as an improving agent and in chicken stock cubes where it is used as a flavour. 
 Currently no side effects have been found. ",Glazing agent,Doubtful
535,E911,Methyl esters of fatty acids,"The methyl esters of the fatty acids are organic aliphatic esters prepared essentially by reaction of a carboxylic acid (derived from natural fats and oils) and methanol. 
 They consist of fatty acids of animal or vegetable origin. 
 They are used indirectly in a wide range of foods, pharmaceuticals, cosmetics and industrial applications, especially as diesel biofuels or biodiesel. 
 No one has been able to participate at this time. It can be derived from vegetable oils such as rapeseed and, therefore, a transgenic biotechnology.",Glazing agent,Doubtful
536,E912,Montan wax,"Esters of montanic acid (a saturated fatty acid) are derived from a chemical preparation of mountain wax, extracted by a solvent, found in lignite (brown coal). 
 The esterification is carried out using ethylene glycol, 1,3-butanediol or triols. In 2013, given the limitations of toxicological data, the Scientific Committee of EFSA concluded that the additive could not be evaluated. 
 Some sources report it as acceptable or without known side effects. But there are some sources that report it as an additive to avoid, suspected of being allergic and carcinogenic.",Coating for citrus fruits.,Doubtful
537,E913,Lanolin,"A yellow fat secreted by the sebaceous glands of the sheep and extracted from their wool. 
 Used as an emollient, cosmetic and pharmaceutical auxiliary. 
 This complex mixture of esters of alcohols and fatty acids is chemically classified as wax and naturally serves as a waterproofing agent for wool animals. 
 It is used as a glaze in some traditional sweets, and to give a bright coating to candies and chewing gum. It is also used to produce vitamin D3, natural cosmetics, balms, moisturizing ointments, emollient products, lipsticks, cocoa, lip repair and extra moisturizing creams. 
  Its toxicity is very low, although in some cases it can cause allergic reactions of small intensity. 
 There is little information about its use in food.   ",Glazing agent,Doubtful
538,E914,Oxidized polyethylene wax,"Synthetic product of petrochemical origin. Polyethylene is a milky, firm and flexible translucent plastic prepared by the polymerization of liquid ethylene. 
 Wash hands thoroughly after peeling the fruit treated with this additive. Poor absorption of vitamins and minerals. 
 It can cause bleeding in pregnant women if large amounts are consumed. In 1991, studies by FAO and WHO showed that there were traces of mineral oils in the liver and lymph, and in 1995 this same Committee showed that certain lesions could be observed in rats as well as in humans due to residues of said oils The pure substance (powder form) shows some signs of carcinogenic activity in laboratory animals, but it is not classified as carcinogenic in humans.",Glazing agent,Doubtful
539,E915,Pentaerithrytol esters of colophane,"Rosin is the solid residue obtained after the distillation of turpentine, oleoresin, a substance extracted from coniferous trees and, in particular, pine (genus Pinus). 
 It is also used to give Citrus flavour. 
 Colophony is an irritant and allergen for the skin (dermatitis) and respiratory tract (asthma), in pure form or by its degradation products, without the mechanisms of action are still well known. 
 Pure rosin is dangerous by ingestion, it can be toxic to the lungs and skin.     
 The ester of rosin is used in the manufacture of beverages and chewing gum, in the coatings industry (manufacture of lacquers, paints, varnishes), pharmaceuticals (see rosin) and cosmetics.",Glazing agent,Doubtful
540,E916,Calcium iodate,"Calcium salt of iodine acid, prepared by passing chlorine in a solution of hot lime containing dissolved iodine. 
 Iodines are used particularly in medicine for iodine deficiency, the treatment of goiter and the protection of the thyroid in the radioactive perimeters. 
 Possible nausea at therapeutic doses. 
 To date, iodates are not listed as food additives (that is, with an 'E' code) for the European Union. 
 They are allowed in more specific food fields, such as mineral salts that are added to cereals and baby food.",Flour bleaching agent,Doubtful
541,E917,Potassium iodate,"Iodine as a pure substance is a powerful oxidizing agent, mainly poisoned by the GI tract and direct toxicity against the cells of the retina. 
 May cause a fire in contact with flammable or even combustible materials. 
 Iodine is used especially in medicines for iodine deficiency and the treatment of thyroid hyperplasia and the protection of the thyroid in radioactive oceans. Possible nausea at therapeutic doses. 
 To date, iodine has not been included as a food additive of the European Union, but its use is permitted in more specific food areas, such as: mineral salts added to cereals and baby food.",Flour bleaching agent,Doubtful
542,E918,Oxides of nitrogen,"Nitric oxide can be manufactured industrially by passing air through an electric arc by oxidizing the ammonia to a platinum gauze. 
 Nitrogen dioxide is produced by oxidation of nitric acid. Nitrogen oxides are proven pollutants, harmful both to the environment and to health. 
 It has been reported that nitrogen dioxide as a pure substance, among other things, reacts with the blood and forms methemoglobin.",Flour bleaching agent,Doubtful
543,E919,Nitrosyl chloride,"Nitrosyl chloride is a yellow gas that is most often found as a decomposition product of aqua regia, a mixture of hydrochloric acid and nitric acid. 
 It can be manufactured in various ways, including by the reaction of chlorine with sodium nitrate. 
 Very toxic gas in its pure state. Pure nitrosyl chloride is a highly toxic and corrosive gas. Inhalation causes severe irritation of the respiratory tract and damages the mucous membranes.",Flour bleaching agent,Doubtful
544,E920,Cysteine,"Cysteine is an amino acid found in a wide variety of foods, especially cereals. It participates in the synthesis of melanin, which is the natural pigment of the skin and hair.  
 It can be obtained, among other things, by dissolving with hydrochloric acid feathers, pig hair or even human hair. This last mode of production is prohibited today.",Stabiliser,Doubtful
545,E921,Cystine (L-) and its hydrochlorides – sodium and potassium salts,"Cysteine is an amino acid found in a wide variety of foods, especially cereals. It participates in the synthesis of melanin, which is the natural pigment of the skin and hair.  
  It can be obtained, among other things, by dissolving with hydrochloric acid feathers, pig hair or even human hair. This last mode of production is prohibited today. 
  It is a bread enhancer and stabilises the structure of leavened bread. 
 Acceptable daily intake is not determined.",Flour bleaching agent,Doubtful
546,E922,Potassium persulfate,"Potassium persulfate is a potassium salt of peroxydisulfuric acid. The latter is an oxo acid of sulfur, a strong oxidant that is used, among other things, in certain metal pickling. 
 Pure potassium persulfate is classified as harmful and dangerous. 
 If ingested it is irritating to the eyes, the skin and the respiratory tract, it is a sensitizer, its combustion can produce corrosive and toxic gases, while the waste can contaminate the environment.",Flour bleaching agent,Doubtful
547,E923,Ammonium persulfate,"Ammonium salt of peroxydisulfuric acid (or Marshall acid). 
 The latter is an oxo acid of sulfur (a compound containing sulfur, oxygen and hydrogen), it is in its pure state a strong oxidant that is used, among other things, in certain metal pickling. 
 Ammonium is naturally present in our body as a waste of metabolism, comes from the breakdown of proteins and is essentially produced by the intestine, kidneys and muscles (depleted by stress) to be eliminated by the liver. 
 It is a compound additive that is very harmful to humans. 
 Pure ammonium persulfate is a compound that is harmful by ingestion and is very destructive to mucous membranes, is not stable with water and is incompatible with organic matter.",Flour bleaching agent,Doubtful
548,E924,Potassium bromate,improving agent,improving agent,Halal
549,E924A,Potassium bromate,"Potassium salt of bromic acid, a synthetic compound that can be produced by passing bromine to a solution of potassium hydroxide.     
 A pure substance is recognized as toxic by ingestion, inhalation or contact. In particular, it is incompatible with organic matter. It is very dangerous for the human. 
 There are official reports that it can be carcinogenic to humans. It is not advisable to avoid this additive.  
 Potassium bromate is also a cosmetic component (used as neutralizers or oxidants in hair curling preparations) and is also used as an industrial cleanser.",Flour treatment agent,Doubtful
550,E924B,Calcium bromate,"Calcium salt of bromic acid, a synthetic compound that can be produced by passing bromine to a solution of calcium hydroxide. 
  A pure substance is recognized as toxic by ingestion, inhalation or contact. In particular, it is incompatible with organic matter. It is very dangerous for the human. 
 There are official reports that it can be carcinogenic to humans. 
 Calcium bromate is also a cosmetic component (used as neutralizers or oxidants in hair curling preparations) and is also used as an industrial cleanser.",Flour treatment agent,Doubtful
552,E925,Chlorine,"Chlorine as a single substance is a gas with a stifling odor that is very unpleasant and extremely toxic. 
 In nature, chlorine is found only in combination with other elements, particularly sodium chloride (table salt), in this form it is necessary for many life forms.  
 Its use for the disinfection of drinking water or pools generates dangerous products for our health.  
  It is used as a flour treatment (bleaching) agent.  It is also used for pharmaceuticals, cosmetics, the production of antiseptics, dyes, insecticides, paints and others.",Flour treatment agent,Halal
553,E926,Chlorine dioxide,"Obtained from chlorine and sodium chlorite. 
 Chlorine dioxide is prepared synthetically, it is a reddish yellow gas. It is relatively stable in its gaseous and liquid state. In practice, it is never used in pure form. 
 It is known that the pure substance is very toxic by ingestion, inhalation and contact, is particularly incompatible with organic matter and forms hydrogen chloride with water. 
 It is used as a flour treatment (bleaching) agent.   It is also used for pharmaceuticals, cosmetics, the production of antiseptics, dyes, insecticides, paints and others.",Flour treatment agent,Halal
554,E927A,Azodicarbonamide,"Obtained from carbonamide. The raw materials used or used in the production are sodium hydroxide, sulfuric acid (E513), hydrogen peroxide, urea (E927b), chlorine (E925), hydrazinium. 
 Sodium hypochlorite (bleach), sodium chlorate, chromic acid, nitrogen dioxide (E918) and biurea.  
 Chemically, pure azodicarbonamide is harmful and can act as a respiratory and cutaneous sensitizer, acute effects are a possibility of gastrointestinal disorders. 
  Azodicarbonamide is bound to urea, the main waste excreted in the urine.  
 It is used in flour with low gluten content to condition and strengthen the dough. And it is also used to whiten flour.",Flour treatment agent,Halal
